"Country","Country_Code","Indicator","Series_Code","Value","Year","Period"
"Chile","CHL","Account, female (% age 15+)","account.t.d.1",71.27,2017,"Pre-COVID"
"Chile","CHL","Account, female (% age 15+)","account.t.d.1",86.62,2021,"Post-COVID"
"Chile","CHL","Account, female (% age 15+)","account.t.d.1",NA,2022,"Post-COVID"
"Chile","CHL","Account, male (% age 15+)","account.t.d.2",43.44,2011,"Pre-COVID"
"Chile","CHL","Account, male (% age 15+)","account.t.d.2",67.82,2014,"Pre-COVID"
"Chile","CHL","Account, male (% age 15+)","account.t.d.2",77.75,2017,"Pre-COVID"
"Chile","CHL","Account, male (% age 15+)","account.t.d.2",87.56,2021,"Post-COVID"
"Chile","CHL","Account, male (% age 15+)","account.t.d.2",NA,2022,"Post-COVID"
"Chile","CHL","Borrowed any money (% age 15+)","borrow.any",NA,2011,"Pre-COVID"
"Chile","CHL","Borrowed any money (% age 15+)","borrow.any",39.79,2014,"Pre-COVID"
"Chile","CHL","Borrowed any money (% age 15+)","borrow.any",45.37,2017,"Pre-COVID"
"Chile","CHL","Borrowed any money (% age 15+)","borrow.any",43.69,2021,"Post-COVID"
"Chile","CHL","Borrowed any money (% age 15+)","borrow.any",NA,2022,"Post-COVID"
"Chile","CHL","Made a digital payment (% age 15+)","g20.made.t.d",NA,2011,"Pre-COVID"
"Chile","CHL","Made a digital payment (% age 15+)","g20.made.t.d",47.01,2014,"Pre-COVID"
"Chile","CHL","Made a digital payment (% age 15+)","g20.made.t.d",56.43,2017,"Pre-COVID"
"Chile","CHL","Made a digital payment (% age 15+)","g20.made.t.d",77.57,2021,"Post-COVID"
"Chile","CHL","Made a digital payment (% age 15+)","g20.made.t.d",NA,2022,"Post-COVID"
"Chile","CHL","Saved any money (% age 15+)","save.any",NA,2011,"Pre-COVID"
"Chile","CHL","Saved any money (% age 15+)","save.any",35.95,2014,"Pre-COVID"
"Chile","CHL","Saved any money (% age 15+)","save.any",49.18,2017,"Pre-COVID"
"Chile","CHL","Saved any money (% age 15+)","save.any",58.09,2021,"Post-COVID"
"Chile","CHL","Saved any money (% age 15+)","save.any",NA,2022,"Post-COVID"
"China","CHN","Account (% age 15+)","account.t.d",63.82,2011,"Pre-COVID"
"China","CHN","Account (% age 15+)","account.t.d",78.93,2014,"Pre-COVID"
"China","CHN","Account (% age 15+)","account.t.d",79.53,2017,"Pre-COVID"
"China","CHN","Account (% age 15+)","account.t.d",88.71,2021,"Post-COVID"
"China","CHN","Account (% age 15+)","account.t.d",NA,2022,"Post-COVID"
"China","CHN","Account, female (% age 15+)","account.t.d.1",60.01,2011,"Pre-COVID"
"China","CHN","Account, female (% age 15+)","account.t.d.1",76.36,2014,"Pre-COVID"
"China","CHN","Account, female (% age 15+)","account.t.d.1",75.66,2017,"Pre-COVID"
"China","CHN","Account, female (% age 15+)","account.t.d.1",87.34,2021,"Post-COVID"
"China","CHN","Account, female (% age 15+)","account.t.d.1",NA,2022,"Post-COVID"
"China","CHN","Account, male (% age 15+)","account.t.d.2",67.58,2011,"Pre-COVID"
"China","CHN","Account, male (% age 15+)","account.t.d.2",81.42,2014,"Pre-COVID"
"China","CHN","Account, male (% age 15+)","account.t.d.2",83.36,2017,"Pre-COVID"
"China","CHN","Account, male (% age 15+)","account.t.d.2",89.92,2021,"Post-COVID"
"China","CHN","Account, male (% age 15+)","account.t.d.2",NA,2022,"Post-COVID"
"China","CHN","Borrowed any money (% age 15+)","borrow.any",NA,2011,"Pre-COVID"
"China","CHN","Borrowed any money (% age 15+)","borrow.any",43.23,2014,"Pre-COVID"
"China","CHN","Borrowed any money (% age 15+)","borrow.any",44.81,2017,"Pre-COVID"
"China","CHN","Borrowed any money (% age 15+)","borrow.any",55.71,2021,"Post-COVID"
"China","CHN","Borrowed any money (% age 15+)","borrow.any",NA,2022,"Post-COVID"
"China","CHN","Made a digital payment (% age 15+)","g20.made.t.d",NA,2011,"Pre-COVID"
"China","CHN","Made a digital payment (% age 15+)","g20.made.t.d",37.64,2014,"Pre-COVID"
"China","CHN","Made a digital payment (% age 15+)","g20.made.t.d",59.42,2017,"Pre-COVID"
"China","CHN","Made a digital payment (% age 15+)","g20.made.t.d",84.54,2021,"Post-COVID"
"China","CHN","Made a digital payment (% age 15+)","g20.made.t.d",NA,2022,"Post-COVID"
"China","CHN","Saved any money (% age 15+)","save.any",NA,2011,"Pre-COVID"
"China","CHN","Saved any money (% age 15+)","save.any",72.05,2014,"Pre-COVID"
"China","CHN","Saved any money (% age 15+)","save.any",49.74,2017,"Pre-COVID"
"China","CHN","Saved any money (% age 15+)","save.any",60.79,2021,"Post-COVID"
"China","CHN","Saved any money (% age 15+)","save.any",NA,2022,"Post-COVID"
"Colombia","COL","Account (% age 15+)","account.t.d",30.43,2011,"Pre-COVID"
"Colombia","COL","Account (% age 15+)","account.t.d",39,2014,"Pre-COVID"
"Colombia","COL","Account (% age 15+)","account.t.d",45.76,2017,"Pre-COVID"
"Colombia","COL","Account (% age 15+)","account.t.d",59.72,2021,"Post-COVID"
"Colombia","COL","Account (% age 15+)","account.t.d",NA,2022,"Post-COVID"
"Colombia","COL","Account, female (% age 15+)","account.t.d.1",25.35,2011,"Pre-COVID"
"Colombia","COL","Account, female (% age 15+)","account.t.d.1",33.95,2014,"Pre-COVID"
"Colombia","COL","Account, female (% age 15+)","account.t.d.1",42.47,2017,"Pre-COVID"
"Colombia","COL","Account, female (% age 15+)","account.t.d.1",56.2,2021,"Post-COVID"
"Colombia","COL","Account, female (% age 15+)","account.t.d.1",NA,2022,"Post-COVID"
"Colombia","COL","Account, male (% age 15+)","account.t.d.2",35.94,2011,"Pre-COVID"
"Colombia","COL","Account, male (% age 15+)","account.t.d.2",44.42,2014,"Pre-COVID"
"Colombia","COL","Account, male (% age 15+)","account.t.d.2",49.45,2017,"Pre-COVID"
"Colombia","COL","Account, male (% age 15+)","account.t.d.2",63.51,2021,"Post-COVID"
"Colombia","COL","Account, male (% age 15+)","account.t.d.2",NA,2022,"Post-COVID"
"Colombia","COL","Borrowed any money (% age 15+)","borrow.any",NA,2011,"Pre-COVID"
"Colombia","COL","Borrowed any money (% age 15+)","borrow.any",43.14,2014,"Pre-COVID"
"Colombia","COL","Borrowed any money (% age 15+)","borrow.any",41.3,2017,"Pre-COVID"
"Colombia","COL","Borrowed any money (% age 15+)","borrow.any",48.24,2021,"Post-COVID"
"Colombia","COL","Borrowed any money (% age 15+)","borrow.any",NA,2022,"Post-COVID"
"Colombia","COL","Made a digital payment (% age 15+)","g20.made.t.d",NA,2011,"Pre-COVID"
"Colombia","COL","Made a digital payment (% age 15+)","g20.made.t.d",23.85,2014,"Pre-COVID"
"Colombia","COL","Made a digital payment (% age 15+)","g20.made.t.d",28.55,2017,"Pre-COVID"
"Colombia","COL","Made a digital payment (% age 15+)","g20.made.t.d",42.29,2021,"Post-COVID"
"Colombia","COL","Made a digital payment (% age 15+)","g20.made.t.d",NA,2022,"Post-COVID"
"Colombia","COL","Saved any money (% age 15+)","save.any",NA,2011,"Pre-COVID"
"Colombia","COL","Saved any money (% age 15+)","save.any",43.86,2014,"Pre-COVID"
"Colombia","COL","Saved any money (% age 15+)","save.any",38.76,2017,"Pre-COVID"
"Colombia","COL","Saved any money (% age 15+)","save.any",31.9,2021,"Post-COVID"
"Colombia","COL","Saved any money (% age 15+)","save.any",NA,2022,"Post-COVID"
"Comoros","COM","Account (% age 15+)","account.t.d",21.69,2011,"Pre-COVID"
"Comoros","COM","Account (% age 15+)","account.t.d",NA,2014,"Pre-COVID"
"Comoros","COM","Account (% age 15+)","account.t.d",NA,2017,"Pre-COVID"
"Comoros","COM","Account (% age 15+)","account.t.d",NA,2021,"Post-COVID"
"Comoros","COM","Account (% age 15+)","account.t.d",34.25,2022,"Post-COVID"
"Comoros","COM","Account, female (% age 15+)","account.t.d.1",17.89,2011,"Pre-COVID"
"Comoros","COM","Account, female (% age 15+)","account.t.d.1",NA,2014,"Pre-COVID"
"Comoros","COM","Account, female (% age 15+)","account.t.d.1",NA,2017,"Pre-COVID"
"Comoros","COM","Account, female (% age 15+)","account.t.d.1",NA,2021,"Post-COVID"
"Comoros","COM","Account, female (% age 15+)","account.t.d.1",29.33,2022,"Post-COVID"
"Comoros","COM","Account, male (% age 15+)","account.t.d.2",25.7,2011,"Pre-COVID"
"Comoros","COM","Account, male (% age 15+)","account.t.d.2",NA,2014,"Pre-COVID"
"Comoros","COM","Account, male (% age 15+)","account.t.d.2",NA,2017,"Pre-COVID"
"Comoros","COM","Account, male (% age 15+)","account.t.d.2",NA,2021,"Post-COVID"
"Comoros","COM","Account, male (% age 15+)","account.t.d.2",40.38,2022,"Post-COVID"
"Comoros","COM","Borrowed any money (% age 15+)","borrow.any",NA,2011,"Pre-COVID"
"Comoros","COM","Borrowed any money (% age 15+)","borrow.any",NA,2014,"Pre-COVID"
"Comoros","COM","Borrowed any money (% age 15+)","borrow.any",NA,2017,"Pre-COVID"
"Comoros","COM","Borrowed any money (% age 15+)","borrow.any",NA,2021,"Post-COVID"
"Comoros","COM","Borrowed any money (% age 15+)","borrow.any",41.61,2022,"Post-COVID"
"Comoros","COM","Made a digital payment (% age 15+)","g20.made.t.d",NA,2011,"Pre-COVID"
"Comoros","COM","Made a digital payment (% age 15+)","g20.made.t.d",NA,2014,"Pre-COVID"
"Comoros","COM","Made a digital payment (% age 15+)","g20.made.t.d",NA,2017,"Pre-COVID"
"Comoros","COM","Made a digital payment (% age 15+)","g20.made.t.d",NA,2021,"Post-COVID"
"Comoros","COM","Made a digital payment (% age 15+)","g20.made.t.d",14.6,2022,"Post-COVID"
"Comoros","COM","Saved any money (% age 15+)","save.any",NA,2011,"Pre-COVID"
"Comoros","COM","Saved any money (% age 15+)","save.any",NA,2014,"Pre-COVID"
"Comoros","COM","Saved any money (% age 15+)","save.any",NA,2017,"Pre-COVID"
"Comoros","COM","Saved any money (% age 15+)","save.any",NA,2021,"Post-COVID"
"Comoros","COM","Saved any money (% age 15+)","save.any",40.8,2022,"Post-COVID"
"Congo, Dem. Rep.","COD","Account (% age 15+)","account.t.d",3.7,2011,"Pre-COVID"
"Congo, Dem. Rep.","COD","Account (% age 15+)","account.t.d",17.48,2014,"Pre-COVID"
"Congo, Dem. Rep.","COD","Account (% age 15+)","account.t.d",25.83,2017,"Pre-COVID"
"Congo, Dem. Rep.","COD","Account (% age 15+)","account.t.d",NA,2021,"Post-COVID"
"Congo, Dem. Rep.","COD","Account (% age 15+)","account.t.d",27.44,2022,"Post-COVID"
"Congo, Dem. Rep.","COD","Account, female (% age 15+)","account.t.d.1",2.75,2011,"Pre-COVID"
"Congo, Dem. Rep.","COD","Account, female (% age 15+)","account.t.d.1",14.32,2014,"Pre-COVID"
"Congo, Dem. Rep.","COD","Account, female (% age 15+)","account.t.d.1",24.22,2017,"Pre-COVID"
"Congo, Dem. Rep.","COD","Account, female (% age 15+)","account.t.d.1",NA,2021,"Post-COVID"
"Congo, Dem. Rep.","COD","Account, female (% age 15+)","account.t.d.1",20.5,2022,"Post-COVID"
"Congo, Dem. Rep.","COD","Account, male (% age 15+)","account.t.d.2",4.66,2011,"Pre-COVID"
"Congo, Dem. Rep.","COD","Account, male (% age 15+)","account.t.d.2",20.67,2014,"Pre-COVID"
"Congo, Dem. Rep.","COD","Account, male (% age 15+)","account.t.d.2",27.39,2017,"Pre-COVID"
"Congo, Dem. Rep.","COD","Account, male (% age 15+)","account.t.d.2",NA,2021,"Post-COVID"
"Congo, Dem. Rep.","COD","Account, male (% age 15+)","account.t.d.2",34.19,2022,"Post-COVID"
"Congo, Dem. Rep.","COD","Borrowed any money (% age 15+)","borrow.any",NA,2011,"Pre-COVID"
"Congo, Dem. Rep.","COD","Borrowed any money (% age 15+)","borrow.any",57.08,2014,"Pre-COVID"
"Congo, Dem. Rep.","COD","Borrowed any money (% age 15+)","borrow.any",34.85,2017,"Pre-COVID"
"Congo, Dem. Rep.","COD","Borrowed any money (% age 15+)","borrow.any",NA,2021,"Post-COVID"
"Congo, Dem. Rep.","COD","Borrowed any money (% age 15+)","borrow.any",51.17,2022,"Post-COVID"
"Congo, Dem. Rep.","COD","Made a digital payment (% age 15+)","g20.made.t.d",NA,2011,"Pre-COVID"
"Congo, Dem. Rep.","COD","Made a digital payment (% age 15+)","g20.made.t.d",9.09,2014,"Pre-COVID"
"Congo, Dem. Rep.","COD","Made a digital payment (% age 15+)","g20.made.t.d",19.83,2017,"Pre-COVID"
"Congo, Dem. Rep.","COD","Made a digital payment (% age 15+)","g20.made.t.d",NA,2021,"Post-COVID"
"Congo, Dem. Rep.","COD","Made a digital payment (% age 15+)","g20.made.t.d",24.14,2022,"Post-COVID"
"Congo, Dem. Rep.","COD","Saved any money (% age 15+)","save.any",NA,2011,"Pre-COVID"
"Congo, Dem. Rep.","COD","Saved any money (% age 15+)","save.any",65.2,2014,"Pre-COVID"
"Congo, Dem. Rep.","COD","Saved any money (% age 15+)","save.any",38.94,2017,"Pre-COVID"
"Congo, Dem. Rep.","COD","Saved any money (% age 15+)","save.any",NA,2021,"Post-COVID"
"Congo, Dem. Rep.","COD","Saved any money (% age 15+)","save.any",36.37,2022,"Post-COVID"
"Congo, Rep.","COG","Account (% age 15+)","account.t.d",10.05,2011,"Pre-COVID"
"Congo, Rep.","COG","Account (% age 15+)","account.t.d",17.07,2014,"Pre-COVID"
"Congo, Rep.","COG","Account (% age 15+)","account.t.d",26.09,2017,"Pre-COVID"
"Congo, Rep.","COG","Account (% age 15+)","account.t.d",47.14,2021,"Post-COVID"
"Congo, Rep.","COG","Account (% age 15+)","account.t.d",NA,2022,"Post-COVID"
"Congo, Rep.","COG","Account, female (% age 15+)","account.t.d.1",7.56,2011,"Pre-COVID"
"Congo, Rep.","COG","Account, female (% age 15+)","account.t.d.1",14.96,2014,"Pre-COVID"
"Congo, Rep.","COG","Account, female (% age 15+)","account.t.d.1",20.99,2017,"Pre-COVID"
"Congo, Rep.","COG","Account, female (% age 15+)","account.t.d.1",43.79,2021,"Post-COVID"
"Congo, Rep.","COG","Account, female (% age 15+)","account.t.d.1",NA,2022,"Post-COVID"
"Congo, Rep.","COG","Account, male (% age 15+)","account.t.d.2",12.51,2011,"Pre-COVID"
"Congo, Rep.","COG","Account, male (% age 15+)","account.t.d.2",19.16,2014,"Pre-COVID"
"Congo, Rep.","COG","Account, male (% age 15+)","account.t.d.2",31.22,2017,"Pre-COVID"
"Congo, Rep.","COG","Account, male (% age 15+)","account.t.d.2",50.61,2021,"Post-COVID"
"Congo, Rep.","COG","Account, male (% age 15+)","account.t.d.2",NA,2022,"Post-COVID"
"Congo, Rep.","COG","Borrowed any money (% age 15+)","borrow.any",NA,2011,"Pre-COVID"
"Congo, Rep.","COG","Borrowed any money (% age 15+)","borrow.any",42.2,2014,"Pre-COVID"
"Congo, Rep.","COG","Borrowed any money (% age 15+)","borrow.any",40.4,2017,"Pre-COVID"
"Congo, Rep.","COG","Borrowed any money (% age 15+)","borrow.any",41.58,2021,"Post-COVID"
"Congo, Rep.","COG","Borrowed any money (% age 15+)","borrow.any",NA,2022,"Post-COVID"
"Congo, Rep.","COG","Made a digital payment (% age 15+)","g20.made.t.d",NA,2011,"Pre-COVID"
"Congo, Rep.","COG","Made a digital payment (% age 15+)","g20.made.t.d",6.39,2014,"Pre-COVID"
"Congo, Rep.","COG","Made a digital payment (% age 15+)","g20.made.t.d",14.17,2017,"Pre-COVID"
"Congo, Rep.","COG","Made a digital payment (% age 15+)","g20.made.t.d",42.6,2021,"Post-COVID"
"Congo, Rep.","COG","Made a digital payment (% age 15+)","g20.made.t.d",NA,2022,"Post-COVID"
"Congo, Rep.","COG","Saved any money (% age 15+)","save.any",NA,2011,"Pre-COVID"
"Congo, Rep.","COG","Saved any money (% age 15+)","save.any",55.9,2014,"Pre-COVID"
"Congo, Rep.","COG","Saved any money (% age 15+)","save.any",45.67,2017,"Pre-COVID"
"Congo, Rep.","COG","Saved any money (% age 15+)","save.any",45.57,2021,"Post-COVID"
"Congo, Rep.","COG","Saved any money (% age 15+)","save.any",NA,2022,"Post-COVID"
"Costa Rica","CRI","Account (% age 15+)","account.t.d",50.36,2011,"Pre-COVID"
"Costa Rica","CRI","Account (% age 15+)","account.t.d",64.55,2014,"Pre-COVID"
"Costa Rica","CRI","Account (% age 15+)","account.t.d",67.84,2017,"Pre-COVID"
"Costa Rica","CRI","Account (% age 15+)","account.t.d",68.49,2021,"Post-COVID"
"Costa Rica","CRI","Account (% age 15+)","account.t.d",NA,2022,"Post-COVID"
"Costa Rica","CRI","Account, female (% age 15+)","account.t.d.1",40.66,2011,"Pre-COVID"
"Costa Rica","CRI","Account, female (% age 15+)","account.t.d.1",60.24,2014,"Pre-COVID"
"Costa Rica","CRI","Account, female (% age 15+)","account.t.d.1",60.88,2017,"Pre-COVID"
"Costa Rica","CRI","Account, female (% age 15+)","account.t.d.1",61.08,2021,"Post-COVID"
"Costa Rica","CRI","Account, female (% age 15+)","account.t.d.1",NA,2022,"Post-COVID"
"Costa Rica","CRI","Account, male (% age 15+)","account.t.d.2",60.2,2011,"Pre-COVID"
"Costa Rica","CRI","Account, male (% age 15+)","account.t.d.2",69.22,2014,"Pre-COVID"
"Costa Rica","CRI","Account, male (% age 15+)","account.t.d.2",75.46,2017,"Pre-COVID"
"Costa Rica","CRI","Account, male (% age 15+)","account.t.d.2",76.34,2021,"Post-COVID"
"Costa Rica","CRI","Account, male (% age 15+)","account.t.d.2",NA,2022,"Post-COVID"
"Costa Rica","CRI","Borrowed any money (% age 15+)","borrow.any",NA,2011,"Pre-COVID"
"Costa Rica","CRI","Borrowed any money (% age 15+)","borrow.any",44.16,2014,"Pre-COVID"
"Costa Rica","CRI","Borrowed any money (% age 15+)","borrow.any",35.56,2017,"Pre-COVID"
"Costa Rica","CRI","Borrowed any money (% age 15+)","borrow.any",37.8,2021,"Post-COVID"
"Costa Rica","CRI","Borrowed any money (% age 15+)","borrow.any",NA,2022,"Post-COVID"
"Costa Rica","CRI","Made a digital payment (% age 15+)","g20.made.t.d",NA,2011,"Pre-COVID"
"Costa Rica","CRI","Made a digital payment (% age 15+)","g20.made.t.d",42.81,2014,"Pre-COVID"
"Costa Rica","CRI","Made a digital payment (% age 15+)","g20.made.t.d",46.37,2017,"Pre-COVID"
"Costa Rica","CRI","Made a digital payment (% age 15+)","g20.made.t.d",52.79,2021,"Post-COVID"
"Costa Rica","CRI","Made a digital payment (% age 15+)","g20.made.t.d",NA,2022,"Post-COVID"
"Costa Rica","CRI","Saved any money (% age 15+)","save.any",NA,2011,"Pre-COVID"
"Costa Rica","CRI","Saved any money (% age 15+)","save.any",59.36,2014,"Pre-COVID"
"Costa Rica","CRI","Saved any money (% age 15+)","save.any",57.84,2017,"Pre-COVID"
"Costa Rica","CRI","Saved any money (% age 15+)","save.any",47.33,2021,"Post-COVID"
"Costa Rica","CRI","Saved any money (% age 15+)","save.any",NA,2022,"Post-COVID"
"Cote d'Ivoire","CIV","Account (% age 15+)","account.t.d",NA,2011,"Pre-COVID"
"Cote d'Ivoire","CIV","Account (% age 15+)","account.t.d",34.32,2014,"Pre-COVID"
"Cote d'Ivoire","CIV","Account (% age 15+)","account.t.d",41.33,2017,"Pre-COVID"
"Cote d'Ivoire","CIV","Account (% age 15+)","account.t.d",50.76,2021,"Post-COVID"
"Cote d'Ivoire","CIV","Account (% age 15+)","account.t.d",NA,2022,"Post-COVID"
"Cote d'Ivoire","CIV","Account, female (% age 15+)","account.t.d.1",NA,2011,"Pre-COVID"
"Cote d'Ivoire","CIV","Account, female (% age 15+)","account.t.d.1",29.16,2014,"Pre-COVID"
"Cote d'Ivoire","CIV","Account, female (% age 15+)","account.t.d.1",35.56,2017,"Pre-COVID"
"Cote d'Ivoire","CIV","Account, female (% age 15+)","account.t.d.1",37.44,2021,"Post-COVID"
"Cote d'Ivoire","CIV","Account, female (% age 15+)","account.t.d.1",NA,2022,"Post-COVID"
"Cote d'Ivoire","CIV","Account, male (% age 15+)","account.t.d.2",NA,2011,"Pre-COVID"
"Cote d'Ivoire","CIV","Account, male (% age 15+)","account.t.d.2",39.2,2014,"Pre-COVID"
"Cote d'Ivoire","CIV","Account, male (% age 15+)","account.t.d.2",46.6,2017,"Pre-COVID"
"Cote d'Ivoire","CIV","Account, male (% age 15+)","account.t.d.2",64.01,2021,"Post-COVID"
"Cote d'Ivoire","CIV","Account, male (% age 15+)","account.t.d.2",NA,2022,"Post-COVID"
"Cote d'Ivoire","CIV","Borrowed any money (% age 15+)","borrow.any",NA,2011,"Pre-COVID"
"Cote d'Ivoire","CIV","Borrowed any money (% age 15+)","borrow.any",48.69,2014,"Pre-COVID"
"Cote d'Ivoire","CIV","Borrowed any money (% age 15+)","borrow.any",39.17,2017,"Pre-COVID"
"Cote d'Ivoire","CIV","Borrowed any money (% age 15+)","borrow.any",46.17,2021,"Post-COVID"
"Cote d'Ivoire","CIV","Borrowed any money (% age 15+)","borrow.any",NA,2022,"Post-COVID"
"Cote d'Ivoire","CIV","Made a digital payment (% age 15+)","g20.made.t.d",NA,2011,"Pre-COVID"
"Cote d'Ivoire","CIV","Made a digital payment (% age 15+)","g20.made.t.d",27.56,2014,"Pre-COVID"
"Cote d'Ivoire","CIV","Made a digital payment (% age 15+)","g20.made.t.d",35.39,2017,"Pre-COVID"
"Cote d'Ivoire","CIV","Made a digital payment (% age 15+)","g20.made.t.d",45.92,2021,"Post-COVID"
"Cote d'Ivoire","CIV","Made a digital payment (% age 15+)","g20.made.t.d",NA,2022,"Post-COVID"
"Cote d'Ivoire","CIV","Saved any money (% age 15+)","save.any",NA,2011,"Pre-COVID"
"Cote d'Ivoire","CIV","Saved any money (% age 15+)","save.any",63.23,2014,"Pre-COVID"
"Cote d'Ivoire","CIV","Saved any money (% age 15+)","save.any",48.98,2017,"Pre-COVID"
"Cote d'Ivoire","CIV","Saved any money (% age 15+)","save.any",42.79,2021,"Post-COVID"
"Cote d'Ivoire","CIV","Saved any money (% age 15+)","save.any",NA,2022,"Post-COVID"
"Croatia","HRV","Account (% age 15+)","account.t.d",88.39,2011,"Pre-COVID"
"Croatia","HRV","Account (% age 15+)","account.t.d",86.03,2014,"Pre-COVID"
"Croatia","HRV","Account (% age 15+)","account.t.d",86.14,2017,"Pre-COVID"
"Croatia","HRV","Account (% age 15+)","account.t.d",91.8,2021,"Post-COVID"
"Croatia","HRV","Account (% age 15+)","account.t.d",NA,2022,"Post-COVID"
"Croatia","HRV","Account, female (% age 15+)","account.t.d.1",87.18,2011,"Pre-COVID"
"Croatia","HRV","Account, female (% age 15+)","account.t.d.1",87.69,2014,"Pre-COVID"
"Croatia","HRV","Account, female (% age 15+)","account.t.d.1",82.7,2017,"Pre-COVID"
"Croatia","HRV","Account, female (% age 15+)","account.t.d.1",89.96,2021,"Post-COVID"
"Croatia","HRV","Account, female (% age 15+)","account.t.d.1",NA,2022,"Post-COVID"
"Croatia","HRV","Account, male (% age 15+)","account.t.d.2",89.72,2011,"Pre-COVID"
"Croatia","HRV","Account, male (% age 15+)","account.t.d.2",84.25,2014,"Pre-COVID"
"Croatia","HRV","Account, male (% age 15+)","account.t.d.2",89.84,2017,"Pre-COVID"
"Croatia","HRV","Account, male (% age 15+)","account.t.d.2",93.93,2021,"Post-COVID"
"Croatia","HRV","Account, male (% age 15+)","account.t.d.2",NA,2022,"Post-COVID"
"Croatia","HRV","Borrowed any money (% age 15+)","borrow.any",NA,2011,"Pre-COVID"
"Croatia","HRV","Borrowed any money (% age 15+)","borrow.any",61.4,2014,"Pre-COVID"
"Croatia","HRV","Borrowed any money (% age 15+)","borrow.any",51.17,2017,"Pre-COVID"
"Croatia","HRV","Borrowed any money (% age 15+)","borrow.any",46.51,2021,"Post-COVID"
"Croatia","HRV","Borrowed any money (% age 15+)","borrow.any",NA,2022,"Post-COVID"
"Croatia","HRV","Made a digital payment (% age 15+)","g20.made.t.d",NA,2011,"Pre-COVID"
"Croatia","HRV","Made a digital payment (% age 15+)","g20.made.t.d",62.87,2014,"Pre-COVID"
"Croatia","HRV","Made a digital payment (% age 15+)","g20.made.t.d",75.11,2017,"Pre-COVID"
"Croatia","HRV","Made a digital payment (% age 15+)","g20.made.t.d",74.98,2021,"Post-COVID"
"Croatia","HRV","Made a digital payment (% age 15+)","g20.made.t.d",NA,2022,"Post-COVID"
"Croatia","HRV","Saved any money (% age 15+)","save.any",NA,2011,"Pre-COVID"
"Croatia","HRV","Saved any money (% age 15+)","save.any",51.84,2014,"Pre-COVID"
"Croatia","HRV","Saved any money (% age 15+)","save.any",46.93,2017,"Pre-COVID"
"Croatia","HRV","Saved any money (% age 15+)","save.any",48.98,2021,"Post-COVID"
"Croatia","HRV","Saved any money (% age 15+)","save.any",NA,2022,"Post-COVID"
"Cyprus","CYP","Account (% age 15+)","account.t.d",85.24,2011,"Pre-COVID"
"Cyprus","CYP","Account (% age 15+)","account.t.d",90.15,2014,"Pre-COVID"
"Cyprus","CYP","Account (% age 15+)","account.t.d",88.72,2017,"Pre-COVID"
"Cyprus","CYP","Account (% age 15+)","account.t.d",93.13,2021,"Post-COVID"
"Cyprus","CYP","Account (% age 15+)","account.t.d",NA,2022,"Post-COVID"
"Cyprus","CYP","Account, female (% age 15+)","account.t.d.1",83.07,2011,"Pre-COVID"
"Cyprus","CYP","Account, female (% age 15+)","account.t.d.1",90.29,2014,"Pre-COVID"
"Cyprus","CYP","Account, female (% age 15+)","account.t.d.1",90.01,2017,"Pre-COVID"
"Cyprus","CYP","Account, female (% age 15+)","account.t.d.1",92.7,2021,"Post-COVID"
"Cyprus","CYP","Account, female (% age 15+)","account.t.d.1",NA,2022,"Post-COVID"
"Cyprus","CYP","Account, male (% age 15+)","account.t.d.2",87.62,2011,"Pre-COVID"
"Cyprus","CYP","Account, male (% age 15+)","account.t.d.2",90,2014,"Pre-COVID"
"Cyprus","CYP","Account, male (% age 15+)","account.t.d.2",87.32,2017,"Pre-COVID"
"Cyprus","CYP","Account, male (% age 15+)","account.t.d.2",93.62,2021,"Post-COVID"
"Cyprus","CYP","Account, male (% age 15+)","account.t.d.2",NA,2022,"Post-COVID"
"Cyprus","CYP","Borrowed any money (% age 15+)","borrow.any",NA,2011,"Pre-COVID"
"Cyprus","CYP","Borrowed any money (% age 15+)","borrow.any",48.55,2014,"Pre-COVID"
"Cyprus","CYP","Borrowed any money (% age 15+)","borrow.any",43.92,2017,"Pre-COVID"
"Cyprus","CYP","Borrowed any money (% age 15+)","borrow.any",48.95,2021,"Post-COVID"
"Cyprus","CYP","Borrowed any money (% age 15+)","borrow.any",NA,2022,"Post-COVID"
"Cyprus","CYP","Made a digital payment (% age 15+)","g20.made.t.d",NA,2011,"Pre-COVID"
"Cyprus","CYP","Made a digital payment (% age 15+)","g20.made.t.d",55.53,2014,"Pre-COVID"
"Cyprus","CYP","Made a digital payment (% age 15+)","g20.made.t.d",65.52,2017,"Pre-COVID"
"Cyprus","CYP","Made a digital payment (% age 15+)","g20.made.t.d",78.61,2021,"Post-COVID"
"Cyprus","CYP","Made a digital payment (% age 15+)","g20.made.t.d",NA,2022,"Post-COVID"
"Cyprus","CYP","Saved any money (% age 15+)","save.any",NA,2011,"Pre-COVID"
"Cyprus","CYP","Saved any money (% age 15+)","save.any",41.24,2014,"Pre-COVID"
"Cyprus","CYP","Saved any money (% age 15+)","save.any",43.57,2017,"Pre-COVID"
"Cyprus","CYP","Saved any money (% age 15+)","save.any",45.14,2021,"Post-COVID"
"Cyprus","CYP","Saved any money (% age 15+)","save.any",NA,2022,"Post-COVID"
"Czechia","CZE","Account (% age 15+)","account.t.d",80.65,2011,"Pre-COVID"
"Czechia","CZE","Account (% age 15+)","account.t.d",82.18,2014,"Pre-COVID"
