"Country","Country_Code","Indicator","Series_Code","Value","Year"
"Congo, Rep.","COG","Made a digital payment (% age 15+)","g20.made.t.d",14.17,2017
"Congo, Rep.","COG","Made a digital payment (% age 15+)","g20.made.t.d",42.6,2021
"Congo, Rep.","COG","Made a digital payment (% age 15+)","g20.made.t.d",NA,2022
"Congo, Rep.","COG","Saved any money (% age 15+)","save.any",NA,2011
"Congo, Rep.","COG","Saved any money (% age 15+)","save.any",55.9,2014
"Congo, Rep.","COG","Saved any money (% age 15+)","save.any",45.67,2017
"Congo, Rep.","COG","Saved any money (% age 15+)","save.any",45.57,2021
"Congo, Rep.","COG","Saved any money (% age 15+)","save.any",NA,2022
"Costa Rica","CRI","Account (% age 15+)","account.t.d",50.36,2011
"Costa Rica","CRI","Account (% age 15+)","account.t.d",64.55,2014
"Costa Rica","CRI","Account (% age 15+)","account.t.d",67.84,2017
"Costa Rica","CRI","Account (% age 15+)","account.t.d",68.49,2021
"Costa Rica","CRI","Account (% age 15+)","account.t.d",NA,2022
"Costa Rica","CRI","Account, female (% age 15+)","account.t.d.1",40.66,2011
"Costa Rica","CRI","Account, female (% age 15+)","account.t.d.1",60.24,2014
"Costa Rica","CRI","Account, female (% age 15+)","account.t.d.1",60.88,2017
"Costa Rica","CRI","Account, female (% age 15+)","account.t.d.1",61.08,2021
"Costa Rica","CRI","Account, female (% age 15+)","account.t.d.1",NA,2022
"Costa Rica","CRI","Account, male (% age 15+)","account.t.d.2",60.2,2011
"Costa Rica","CRI","Account, male (% age 15+)","account.t.d.2",69.22,2014
"Costa Rica","CRI","Account, male (% age 15+)","account.t.d.2",75.46,2017
"Costa Rica","CRI","Account, male (% age 15+)","account.t.d.2",76.34,2021
"Costa Rica","CRI","Account, male (% age 15+)","account.t.d.2",NA,2022
"Costa Rica","CRI","Borrowed any money (% age 15+)","borrow.any",NA,2011
"Costa Rica","CRI","Borrowed any money (% age 15+)","borrow.any",44.16,2014
"Costa Rica","CRI","Borrowed any money (% age 15+)","borrow.any",35.56,2017
"Costa Rica","CRI","Borrowed any money (% age 15+)","borrow.any",37.8,2021
"Costa Rica","CRI","Borrowed any money (% age 15+)","borrow.any",NA,2022
"Costa Rica","CRI","Made a digital payment (% age 15+)","g20.made.t.d",NA,2011
"Costa Rica","CRI","Made a digital payment (% age 15+)","g20.made.t.d",42.81,2014
"Costa Rica","CRI","Made a digital payment (% age 15+)","g20.made.t.d",46.37,2017
"Costa Rica","CRI","Made a digital payment (% age 15+)","g20.made.t.d",52.79,2021
"Costa Rica","CRI","Made a digital payment (% age 15+)","g20.made.t.d",NA,2022
"Costa Rica","CRI","Saved any money (% age 15+)","save.any",NA,2011
"Costa Rica","CRI","Saved any money (% age 15+)","save.any",59.36,2014
"Costa Rica","CRI","Saved any money (% age 15+)","save.any",57.84,2017
"Costa Rica","CRI","Saved any money (% age 15+)","save.any",47.33,2021
"Costa Rica","CRI","Saved any money (% age 15+)","save.any",NA,2022
"Cote d'Ivoire","CIV","Account (% age 15+)","account.t.d",NA,2011
"Cote d'Ivoire","CIV","Account (% age 15+)","account.t.d",34.32,2014
"Cote d'Ivoire","CIV","Account (% age 15+)","account.t.d",41.33,2017
"Cote d'Ivoire","CIV","Account (% age 15+)","account.t.d",50.76,2021
"Cote d'Ivoire","CIV","Account (% age 15+)","account.t.d",NA,2022
"Cote d'Ivoire","CIV","Account, female (% age 15+)","account.t.d.1",NA,2011
"Cote d'Ivoire","CIV","Account, female (% age 15+)","account.t.d.1",29.16,2014
"Cote d'Ivoire","CIV","Account, female (% age 15+)","account.t.d.1",35.56,2017
"Cote d'Ivoire","CIV","Account, female (% age 15+)","account.t.d.1",37.44,2021
"Cote d'Ivoire","CIV","Account, female (% age 15+)","account.t.d.1",NA,2022
"Cote d'Ivoire","CIV","Account, male (% age 15+)","account.t.d.2",NA,2011
"Cote d'Ivoire","CIV","Account, male (% age 15+)","account.t.d.2",39.2,2014
"Cote d'Ivoire","CIV","Account, male (% age 15+)","account.t.d.2",46.6,2017
"Cote d'Ivoire","CIV","Account, male (% age 15+)","account.t.d.2",64.01,2021
"Cote d'Ivoire","CIV","Account, male (% age 15+)","account.t.d.2",NA,2022
"Cote d'Ivoire","CIV","Borrowed any money (% age 15+)","borrow.any",NA,2011
"Cote d'Ivoire","CIV","Borrowed any money (% age 15+)","borrow.any",48.69,2014
"Cote d'Ivoire","CIV","Borrowed any money (% age 15+)","borrow.any",39.17,2017
"Cote d'Ivoire","CIV","Borrowed any money (% age 15+)","borrow.any",46.17,2021
"Cote d'Ivoire","CIV","Borrowed any money (% age 15+)","borrow.any",NA,2022
"Cote d'Ivoire","CIV","Made a digital payment (% age 15+)","g20.made.t.d",NA,2011
"Cote d'Ivoire","CIV","Made a digital payment (% age 15+)","g20.made.t.d",27.56,2014
"Cote d'Ivoire","CIV","Made a digital payment (% age 15+)","g20.made.t.d",35.39,2017
"Cote d'Ivoire","CIV","Made a digital payment (% age 15+)","g20.made.t.d",45.92,2021
"Cote d'Ivoire","CIV","Made a digital payment (% age 15+)","g20.made.t.d",NA,2022
"Cote d'Ivoire","CIV","Saved any money (% age 15+)","save.any",NA,2011
"Cote d'Ivoire","CIV","Saved any money (% age 15+)","save.any",63.23,2014
"Cote d'Ivoire","CIV","Saved any money (% age 15+)","save.any",48.98,2017
"Cote d'Ivoire","CIV","Saved any money (% age 15+)","save.any",42.79,2021
"Cote d'Ivoire","CIV","Saved any money (% age 15+)","save.any",NA,2022
"Croatia","HRV","Account (% age 15+)","account.t.d",88.39,2011
"Croatia","HRV","Account (% age 15+)","account.t.d",86.03,2014
"Croatia","HRV","Account (% age 15+)","account.t.d",86.14,2017
"Croatia","HRV","Account (% age 15+)","account.t.d",91.8,2021
"Croatia","HRV","Account (% age 15+)","account.t.d",NA,2022
"Croatia","HRV","Account, female (% age 15+)","account.t.d.1",87.18,2011
"Croatia","HRV","Account, female (% age 15+)","account.t.d.1",87.69,2014
"Croatia","HRV","Account, female (% age 15+)","account.t.d.1",82.7,2017
"Croatia","HRV","Account, female (% age 15+)","account.t.d.1",89.96,2021
"Croatia","HRV","Account, female (% age 15+)","account.t.d.1",NA,2022
"Croatia","HRV","Account, male (% age 15+)","account.t.d.2",89.72,2011
"Croatia","HRV","Account, male (% age 15+)","account.t.d.2",84.25,2014
"Croatia","HRV","Account, male (% age 15+)","account.t.d.2",89.84,2017
"Croatia","HRV","Account, male (% age 15+)","account.t.d.2",93.93,2021
"Croatia","HRV","Account, male (% age 15+)","account.t.d.2",NA,2022
"Croatia","HRV","Borrowed any money (% age 15+)","borrow.any",NA,2011
"Croatia","HRV","Borrowed any money (% age 15+)","borrow.any",61.4,2014
"Croatia","HRV","Borrowed any money (% age 15+)","borrow.any",51.17,2017
"Croatia","HRV","Borrowed any money (% age 15+)","borrow.any",46.51,2021
"Croatia","HRV","Borrowed any money (% age 15+)","borrow.any",NA,2022
"Croatia","HRV","Made a digital payment (% age 15+)","g20.made.t.d",NA,2011
"Croatia","HRV","Made a digital payment (% age 15+)","g20.made.t.d",62.87,2014
"Croatia","HRV","Made a digital payment (% age 15+)","g20.made.t.d",75.11,2017
"Croatia","HRV","Made a digital payment (% age 15+)","g20.made.t.d",74.98,2021
"Croatia","HRV","Made a digital payment (% age 15+)","g20.made.t.d",NA,2022
"Croatia","HRV","Saved any money (% age 15+)","save.any",NA,2011
"Croatia","HRV","Saved any money (% age 15+)","save.any",51.84,2014
"Croatia","HRV","Saved any money (% age 15+)","save.any",46.93,2017
"Croatia","HRV","Saved any money (% age 15+)","save.any",48.98,2021
"Croatia","HRV","Saved any money (% age 15+)","save.any",NA,2022
"Cyprus","CYP","Account (% age 15+)","account.t.d",85.24,2011
"Cyprus","CYP","Account (% age 15+)","account.t.d",90.15,2014
"Cyprus","CYP","Account (% age 15+)","account.t.d",88.72,2017
"Cyprus","CYP","Account (% age 15+)","account.t.d",93.13,2021
"Cyprus","CYP","Account (% age 15+)","account.t.d",NA,2022
"Cyprus","CYP","Account, female (% age 15+)","account.t.d.1",83.07,2011
"Cyprus","CYP","Account, female (% age 15+)","account.t.d.1",90.29,2014
"Cyprus","CYP","Account, female (% age 15+)","account.t.d.1",90.01,2017
"Cyprus","CYP","Account, female (% age 15+)","account.t.d.1",92.7,2021
"Cyprus","CYP","Account, female (% age 15+)","account.t.d.1",NA,2022
"Cyprus","CYP","Account, male (% age 15+)","account.t.d.2",87.62,2011
"Cyprus","CYP","Account, male (% age 15+)","account.t.d.2",90,2014
"Cyprus","CYP","Account, male (% age 15+)","account.t.d.2",87.32,2017
"Cyprus","CYP","Account, male (% age 15+)","account.t.d.2",93.62,2021
"Cyprus","CYP","Account, male (% age 15+)","account.t.d.2",NA,2022
"Cyprus","CYP","Borrowed any money (% age 15+)","borrow.any",NA,2011
"Cyprus","CYP","Borrowed any money (% age 15+)","borrow.any",48.55,2014
"Cyprus","CYP","Borrowed any money (% age 15+)","borrow.any",43.92,2017
"Cyprus","CYP","Borrowed any money (% age 15+)","borrow.any",48.95,2021
"Cyprus","CYP","Borrowed any money (% age 15+)","borrow.any",NA,2022
"Cyprus","CYP","Made a digital payment (% age 15+)","g20.made.t.d",NA,2011
"Cyprus","CYP","Made a digital payment (% age 15+)","g20.made.t.d",55.53,2014
"Cyprus","CYP","Made a digital payment (% age 15+)","g20.made.t.d",65.52,2017
"Cyprus","CYP","Made a digital payment (% age 15+)","g20.made.t.d",78.61,2021
"Cyprus","CYP","Made a digital payment (% age 15+)","g20.made.t.d",NA,2022
"Cyprus","CYP","Saved any money (% age 15+)","save.any",NA,2011
"Cyprus","CYP","Saved any money (% age 15+)","save.any",41.24,2014
"Cyprus","CYP","Saved any money (% age 15+)","save.any",43.57,2017
"Cyprus","CYP","Saved any money (% age 15+)","save.any",45.14,2021
"Cyprus","CYP","Saved any money (% age 15+)","save.any",NA,2022
"Czechia","CZE","Account (% age 15+)","account.t.d",80.65,2011
"Czechia","CZE","Account (% age 15+)","account.t.d",82.18,2014
"Czechia","CZE","Account (% age 15+)","account.t.d",80.99,2017
"Czechia","CZE","Account (% age 15+)","account.t.d",94.94,2021
"Czechia","CZE","Account (% age 15+)","account.t.d",NA,2022
"Czechia","CZE","Account, female (% age 15+)","account.t.d.1",80.51,2011
"Czechia","CZE","Account, female (% age 15+)","account.t.d.1",79.37,2014
"Czechia","CZE","Account, female (% age 15+)","account.t.d.1",78.58,2017
"Czechia","CZE","Account, female (% age 15+)","account.t.d.1",93.44,2021
"Czechia","CZE","Account, female (% age 15+)","account.t.d.1",NA,2022
"Czechia","CZE","Account, male (% age 15+)","account.t.d.2",80.8,2011
"Czechia","CZE","Account, male (% age 15+)","account.t.d.2",85.16,2014
"Czechia","CZE","Account, male (% age 15+)","account.t.d.2",83.58,2017
"Czechia","CZE","Account, male (% age 15+)","account.t.d.2",96.48,2021
"Czechia","CZE","Account, male (% age 15+)","account.t.d.2",NA,2022
"Czechia","CZE","Borrowed any money (% age 15+)","borrow.any",NA,2011
"Czechia","CZE","Borrowed any money (% age 15+)","borrow.any",42.18,2014
"Czechia","CZE","Borrowed any money (% age 15+)","borrow.any",39.26,2017
"Czechia","CZE","Borrowed any money (% age 15+)","borrow.any",41.61,2021
"Czechia","CZE","Borrowed any money (% age 15+)","borrow.any",NA,2022
"Czechia","CZE","Made a digital payment (% age 15+)","g20.made.t.d",NA,2011
"Czechia","CZE","Made a digital payment (% age 15+)","g20.made.t.d",73.31,2014
"Czechia","CZE","Made a digital payment (% age 15+)","g20.made.t.d",76.4,2017
"Czechia","CZE","Made a digital payment (% age 15+)","g20.made.t.d",93.1,2021
"Czechia","CZE","Made a digital payment (% age 15+)","g20.made.t.d",NA,2022
"Czechia","CZE","Saved any money (% age 15+)","save.any",NA,2011
"Czechia","CZE","Saved any money (% age 15+)","save.any",62.63,2014
"Czechia","CZE","Saved any money (% age 15+)","save.any",67.32,2017
"Czechia","CZE","Saved any money (% age 15+)","save.any",81.82,2021
"Czechia","CZE","Saved any money (% age 15+)","save.any",NA,2022
"Denmark","DNK","Account (% age 15+)","account.t.d",99.74,2011
"Denmark","DNK","Account (% age 15+)","account.t.d",100,2014
"Denmark","DNK","Account (% age 15+)","account.t.d",99.92,2017
"Denmark","DNK","Account (% age 15+)","account.t.d",100,2021
"Denmark","DNK","Account (% age 15+)","account.t.d",NA,2022
"Denmark","DNK","Account, female (% age 15+)","account.t.d.1",99.5,2011
"Denmark","DNK","Account, female (% age 15+)","account.t.d.1",100,2014
"Denmark","DNK","Account, female (% age 15+)","account.t.d.1",100,2017
"Denmark","DNK","Account, female (% age 15+)","account.t.d.1",100,2021
"Denmark","DNK","Account, female (% age 15+)","account.t.d.1",NA,2022
"Denmark","DNK","Account, male (% age 15+)","account.t.d.2",100,2011
"Denmark","DNK","Account, male (% age 15+)","account.t.d.2",100,2014
"Denmark","DNK","Account, male (% age 15+)","account.t.d.2",99.83,2017
"Denmark","DNK","Account, male (% age 15+)","account.t.d.2",100,2021
"Denmark","DNK","Account, male (% age 15+)","account.t.d.2",NA,2022
"Denmark","DNK","Borrowed any money (% age 15+)","borrow.any",NA,2011
"Denmark","DNK","Borrowed any money (% age 15+)","borrow.any",52.55,2014
"Denmark","DNK","Borrowed any money (% age 15+)","borrow.any",53.48,2017
"Denmark","DNK","Borrowed any money (% age 15+)","borrow.any",62.55,2021
"Denmark","DNK","Borrowed any money (% age 15+)","borrow.any",NA,2022
"Denmark","DNK","Made a digital payment (% age 15+)","g20.made.t.d",NA,2011
"Denmark","DNK","Made a digital payment (% age 15+)","g20.made.t.d",98.12,2014
"Denmark","DNK","Made a digital payment (% age 15+)","g20.made.t.d",98.49,2017
"Denmark","DNK","Made a digital payment (% age 15+)","g20.made.t.d",99.93,2021
"Denmark","DNK","Made a digital payment (% age 15+)","g20.made.t.d",NA,2022
"Denmark","DNK","Saved any money (% age 15+)","save.any",NA,2011
"Denmark","DNK","Saved any money (% age 15+)","save.any",81.17,2014
"Denmark","DNK","Saved any money (% age 15+)","save.any",79.87,2017
"Denmark","DNK","Saved any money (% age 15+)","save.any",84.57,2021
"Denmark","DNK","Saved any money (% age 15+)","save.any",NA,2022
"Djibouti","DJI","Account (% age 15+)","account.t.d",12.27,2011
"Djibouti","DJI","Account (% age 15+)","account.t.d",NA,2014
"Djibouti","DJI","Account (% age 15+)","account.t.d",NA,2017
"Djibouti","DJI","Account (% age 15+)","account.t.d",NA,2021
"Djibouti","DJI","Account (% age 15+)","account.t.d",NA,2022
"Djibouti","DJI","Account, female (% age 15+)","account.t.d.1",8.76,2011
"Djibouti","DJI","Account, female (% age 15+)","account.t.d.1",NA,2014
"Djibouti","DJI","Account, female (% age 15+)","account.t.d.1",NA,2017
"Djibouti","DJI","Account, female (% age 15+)","account.t.d.1",NA,2021
"Djibouti","DJI","Account, female (% age 15+)","account.t.d.1",NA,2022
"Djibouti","DJI","Account, male (% age 15+)","account.t.d.2",16.63,2011
"Djibouti","DJI","Account, male (% age 15+)","account.t.d.2",NA,2014
"Djibouti","DJI","Account, male (% age 15+)","account.t.d.2",NA,2017
"Djibouti","DJI","Account, male (% age 15+)","account.t.d.2",NA,2021
"Djibouti","DJI","Account, male (% age 15+)","account.t.d.2",NA,2022
"Djibouti","DJI","Borrowed any money (% age 15+)","borrow.any",NA,2011
"Djibouti","DJI","Borrowed any money (% age 15+)","borrow.any",NA,2014
"Djibouti","DJI","Borrowed any money (% age 15+)","borrow.any",NA,2017
"Djibouti","DJI","Borrowed any money (% age 15+)","borrow.any",NA,2021
"Djibouti","DJI","Borrowed any money (% age 15+)","borrow.any",NA,2022
"Djibouti","DJI","Made a digital payment (% age 15+)","g20.made.t.d",NA,2011
"Djibouti","DJI","Made a digital payment (% age 15+)","g20.made.t.d",NA,2014
"Djibouti","DJI","Made a digital payment (% age 15+)","g20.made.t.d",NA,2017
"Djibouti","DJI","Made a digital payment (% age 15+)","g20.made.t.d",NA,2021
"Djibouti","DJI","Made a digital payment (% age 15+)","g20.made.t.d",NA,2022
"Djibouti","DJI","Saved any money (% age 15+)","save.any",NA,2011
"Djibouti","DJI","Saved any money (% age 15+)","save.any",NA,2014
"Djibouti","DJI","Saved any money (% age 15+)","save.any",NA,2017
"Djibouti","DJI","Saved any money (% age 15+)","save.any",NA,2021
"Djibouti","DJI","Saved any money (% age 15+)","save.any",NA,2022
"Dominican Republic","DOM","Account (% age 15+)","account.t.d",38.2,2011
"Dominican Republic","DOM","Account (% age 15+)","account.t.d",54.09,2014
"Dominican Republic","DOM","Account (% age 15+)","account.t.d",56.24,2017
"Dominican Republic","DOM","Account (% age 15+)","account.t.d",51.3,2021
"Dominican Republic","DOM","Account (% age 15+)","account.t.d",NA,2022
"Dominican Republic","DOM","Account, female (% age 15+)","account.t.d.1",37.38,2011
"Dominican Republic","DOM","Account, female (% age 15+)","account.t.d.1",55.95,2014
"Dominican Republic","DOM","Account, female (% age 15+)","account.t.d.1",54.14,2017
"Dominican Republic","DOM","Account, female (% age 15+)","account.t.d.1",48.96,2021
"Dominican Republic","DOM","Account, female (% age 15+)","account.t.d.1",NA,2022
"Dominican Republic","DOM","Account, male (% age 15+)","account.t.d.2",39.18,2011
"Dominican Republic","DOM","Account, male (% age 15+)","account.t.d.2",52.19,2014
"Dominican Republic","DOM","Account, male (% age 15+)","account.t.d.2",58.36,2017
"Dominican Republic","DOM","Account, male (% age 15+)","account.t.d.2",53.7,2021
"Dominican Republic","DOM","Account, male (% age 15+)","account.t.d.2",NA,2022
"Dominican Republic","DOM","Borrowed any money (% age 15+)","borrow.any",NA,2011
"Dominican Republic","DOM","Borrowed any money (% age 15+)","borrow.any",55.86,2014
"Dominican Republic","DOM","Borrowed any money (% age 15+)","borrow.any",51.13,2017
"Dominican Republic","DOM","Borrowed any money (% age 15+)","borrow.any",45.09,2021
"Dominican Republic","DOM","Borrowed any money (% age 15+)","borrow.any",NA,2022
"Dominican Republic","DOM","Made a digital payment (% age 15+)","g20.made.t.d",NA,2011
"Dominican Republic","DOM","Made a digital payment (% age 15+)","g20.made.t.d",22.23,2014
"Dominican Republic","DOM","Made a digital payment (% age 15+)","g20.made.t.d",33.22,2017
"Dominican Republic","DOM","Made a digital payment (% age 15+)","g20.made.t.d",26.43,2021
"Dominican Republic","DOM","Made a digital payment (% age 15+)","g20.made.t.d",NA,2022
"Dominican Republic","DOM","Saved any money (% age 15+)","save.any",NA,2011
"Dominican Republic","DOM","Saved any money (% age 15+)","save.any",57.26,2014
"Dominican Republic","DOM","Saved any money (% age 15+)","save.any",51.89,2017
"Dominican Republic","DOM","Saved any money (% age 15+)","save.any",37.52,2021
"Dominican Republic","DOM","Saved any money (% age 15+)","save.any",NA,2022
"Ecuador","ECU","Account (% age 15+)","account.t.d",36.74,2011
"Ecuador","ECU","Account (% age 15+)","account.t.d",46.21,2014
"Ecuador","ECU","Account (% age 15+)","account.t.d",51.25,2017
"Ecuador","ECU","Account (% age 15+)","account.t.d",64.18,2021
"Ecuador","ECU","Account (% age 15+)","account.t.d",NA,2022
"Ecuador","ECU","Account, female (% age 15+)","account.t.d.1",33.16,2011
"Ecuador","ECU","Account, female (% age 15+)","account.t.d.1",40.82,2014
"Ecuador","ECU","Account, female (% age 15+)","account.t.d.1",42.61,2017
"Ecuador","ECU","Account, female (% age 15+)","account.t.d.1",57.95,2021
"Ecuador","ECU","Account, female (% age 15+)","account.t.d.1",NA,2022
"Ecuador","ECU","Account, male (% age 15+)","account.t.d.2",40.46,2011
"Ecuador","ECU","Account, male (% age 15+)","account.t.d.2",51.87,2014
"Ecuador","ECU","Account, male (% age 15+)","account.t.d.2",60.24,2017
"Ecuador","ECU","Account, male (% age 15+)","account.t.d.2",70.59,2021
"Ecuador","ECU","Account, male (% age 15+)","account.t.d.2",NA,2022
"Ecuador","ECU","Borrowed any money (% age 15+)","borrow.any",NA,2011
"Ecuador","ECU","Borrowed any money (% age 15+)","borrow.any",25.64,2014
"Ecuador","ECU","Borrowed any money (% age 15+)","borrow.any",31.93,2017
"Ecuador","ECU","Borrowed any money (% age 15+)","borrow.any",47.1,2021
"Ecuador","ECU","Borrowed any money (% age 15+)","borrow.any",NA,2022
"Ecuador","ECU","Made a digital payment (% age 15+)","g20.made.t.d",NA,2011
"Ecuador","ECU","Made a digital payment (% age 15+)","g20.made.t.d",15.89,2014
"Ecuador","ECU","Made a digital payment (% age 15+)","g20.made.t.d",22.03,2017
"Ecuador","ECU","Made a digital payment (% age 15+)","g20.made.t.d",39.86,2021
"Ecuador","ECU","Made a digital payment (% age 15+)","g20.made.t.d",NA,2022
"Ecuador","ECU","Saved any money (% age 15+)","save.any",NA,2011
"Ecuador","ECU","Saved any money (% age 15+)","save.any",32.08,2014
"Ecuador","ECU","Saved any money (% age 15+)","save.any",33.91,2017
"Ecuador","ECU","Saved any money (% age 15+)","save.any",38.82,2021
"Ecuador","ECU","Saved any money (% age 15+)","save.any",NA,2022
"Egypt, Arab Rep.","EGY","Account (% age 15+)","account.t.d",9.72,2011
"Egypt, Arab Rep.","EGY","Account (% age 15+)","account.t.d",14.13,2014
"Egypt, Arab Rep.","EGY","Account (% age 15+)","account.t.d",32.78,2017
"Egypt, Arab Rep.","EGY","Account (% age 15+)","account.t.d",27.44,2021
"Egypt, Arab Rep.","EGY","Account (% age 15+)","account.t.d",NA,2022
"Egypt, Arab Rep.","EGY","Account, female (% age 15+)","account.t.d.1",6.52,2011
"Egypt, Arab Rep.","EGY","Account, female (% age 15+)","account.t.d.1",9.31,2014
"Egypt, Arab Rep.","EGY","Account, female (% age 15+)","account.t.d.1",26.99,2017
"Egypt, Arab Rep.","EGY","Account, female (% age 15+)","account.t.d.1",24.2,2021
"Egypt, Arab Rep.","EGY","Account, female (% age 15+)","account.t.d.1",NA,2022
"Egypt, Arab Rep.","EGY","Account, male (% age 15+)","account.t.d.2",12.81,2011
"Egypt, Arab Rep.","EGY","Account, male (% age 15+)","account.t.d.2",18.76,2014
"Egypt, Arab Rep.","EGY","Account, male (% age 15+)","account.t.d.2",38.65,2017
"Egypt, Arab Rep.","EGY","Account, male (% age 15+)","account.t.d.2",30.57,2021
"Egypt, Arab Rep.","EGY","Account, male (% age 15+)","account.t.d.2",NA,2022
"Egypt, Arab Rep.","EGY","Borrowed any money (% age 15+)","borrow.any",NA,2011
"Egypt, Arab Rep.","EGY","Borrowed any money (% age 15+)","borrow.any",35.15,2014
"Egypt, Arab Rep.","EGY","Borrowed any money (% age 15+)","borrow.any",49.06,2017
"Egypt, Arab Rep.","EGY","Borrowed any money (% age 15+)","borrow.any",46.44,2021
"Egypt, Arab Rep.","EGY","Borrowed any money (% age 15+)","borrow.any",NA,2022
"Egypt, Arab Rep.","EGY","Made a digital payment (% age 15+)","g20.made.t.d",NA,2011
"Egypt, Arab Rep.","EGY","Made a digital payment (% age 15+)","g20.made.t.d",5.36,2014
"Egypt, Arab Rep.","EGY","Made a digital payment (% age 15+)","g20.made.t.d",5.88,2017
"Egypt, Arab Rep.","EGY","Made a digital payment (% age 15+)","g20.made.t.d",8.2,2021
"Egypt, Arab Rep.","EGY","Made a digital payment (% age 15+)","g20.made.t.d",NA,2022
"Egypt, Arab Rep.","EGY","Saved any money (% age 15+)","save.any",NA,2011
"Egypt, Arab Rep.","EGY","Saved any money (% age 15+)","save.any",25.93,2014
"Egypt, Arab Rep.","EGY","Saved any money (% age 15+)","save.any",30.64,2017
"Egypt, Arab Rep.","EGY","Saved any money (% age 15+)","save.any",20.79,2021
"Egypt, Arab Rep.","EGY","Saved any money (% age 15+)","save.any",NA,2022
"El Salvador","SLV","Account (% age 15+)","account.t.d",13.76,2011
"El Salvador","SLV","Account (% age 15+)","account.t.d",36.72,2014
"El Salvador","SLV","Account (% age 15+)","account.t.d",30.35,2017
"El Salvador","SLV","Account (% age 15+)","account.t.d",35.85,2021
"El Salvador","SLV","Account (% age 15+)","account.t.d",NA,2022
"El Salvador","SLV","Account, female (% age 15+)","account.t.d.1",10.13,2011
"El Salvador","SLV","Account, female (% age 15+)","account.t.d.1",31.91,2014
"El Salvador","SLV","Account, female (% age 15+)","account.t.d.1",24.38,2017
"El Salvador","SLV","Account, female (% age 15+)","account.t.d.1",29.23,2021
"El Salvador","SLV","Account, female (% age 15+)","account.t.d.1",NA,2022
"El Salvador","SLV","Account, male (% age 15+)","account.t.d.2",17.62,2011
"El Salvador","SLV","Account, male (% age 15+)","account.t.d.2",41.87,2014
"El Salvador","SLV","Account, male (% age 15+)","account.t.d.2",37.58,2017
"El Salvador","SLV","Account, male (% age 15+)","account.t.d.2",44.8,2021
"El Salvador","SLV","Account, male (% age 15+)","account.t.d.2",NA,2022
"El Salvador","SLV","Borrowed any money (% age 15+)","borrow.any",NA,2011
"El Salvador","SLV","Borrowed any money (% age 15+)","borrow.any",45.67,2014
"El Salvador","SLV","Borrowed any money (% age 15+)","borrow.any",22.59,2017
"El Salvador","SLV","Borrowed any money (% age 15+)","borrow.any",29.81,2021
"El Salvador","SLV","Borrowed any money (% age 15+)","borrow.any",NA,2022
"El Salvador","SLV","Made a digital payment (% age 15+)","g20.made.t.d",NA,2011
"El Salvador","SLV","Made a digital payment (% age 15+)","g20.made.t.d",21.34,2014
"El Salvador","SLV","Made a digital payment (% age 15+)","g20.made.t.d",18.25,2017
"El Salvador","SLV","Made a digital payment (% age 15+)","g20.made.t.d",18.48,2021
"El Salvador","SLV","Made a digital payment (% age 15+)","g20.made.t.d",NA,2022
"El Salvador","SLV","Saved any money (% age 15+)","save.any",NA,2011
"El Salvador","SLV","Saved any money (% age 15+)","save.any",57.54,2014
"El Salvador","SLV","Saved any money (% age 15+)","save.any",37.93,2017
"El Salvador","SLV","Saved any money (% age 15+)","save.any",38.35,2021
"El Salvador","SLV","Saved any money (% age 15+)","save.any",NA,2022
"Estonia","EST","Account (% age 15+)","account.t.d",96.82,2011
"Estonia","EST","Account (% age 15+)","account.t.d",97.67,2014
"Estonia","EST","Account (% age 15+)","account.t.d",97.99,2017
"Estonia","EST","Account (% age 15+)","account.t.d",99.38,2021
"Estonia","EST","Account (% age 15+)","account.t.d",NA,2022
"Estonia","EST","Account, female (% age 15+)","account.t.d.1",97.26,2011
"Estonia","EST","Account, female (% age 15+)","account.t.d.1",97.47,2014
"Estonia","EST","Account, female (% age 15+)","account.t.d.1",98.38,2017
"Estonia","EST","Account, female (% age 15+)","account.t.d.1",99.6,2021
"Estonia","EST","Account, female (% age 15+)","account.t.d.1",NA,2022
"Estonia","EST","Account, male (% age 15+)","account.t.d.2",96.29,2011
"Estonia","EST","Account, male (% age 15+)","account.t.d.2",97.92,2014
"Estonia","EST","Account, male (% age 15+)","account.t.d.2",97.55,2017
"Estonia","EST","Account, male (% age 15+)","account.t.d.2",99.12,2021
"Estonia","EST","Account, male (% age 15+)","account.t.d.2",NA,2022
"Estonia","EST","Borrowed any money (% age 15+)","borrow.any",NA,2011
"Estonia","EST","Borrowed any money (% age 15+)","borrow.any",48.56,2014
"Estonia","EST","Borrowed any money (% age 15+)","borrow.any",39.69,2017
"Estonia","EST","Borrowed any money (% age 15+)","borrow.any",46.83,2021
"Estonia","EST","Borrowed any money (% age 15+)","borrow.any",NA,2022
"Estonia","EST","Made a digital payment (% age 15+)","g20.made.t.d",NA,2011
"Estonia","EST","Made a digital payment (% age 15+)","g20.made.t.d",94.21,2014
"Estonia","EST","Made a digital payment (% age 15+)","g20.made.t.d",94.37,2017
"Estonia","EST","Made a digital payment (% age 15+)","g20.made.t.d",97.72,2021
"Estonia","EST","Made a digital payment (% age 15+)","g20.made.t.d",NA,2022
"Estonia","EST","Saved any money (% age 15+)","save.any",NA,2011
"Estonia","EST","Saved any money (% age 15+)","save.any",51.76,2014
"Estonia","EST","Saved any money (% age 15+)","save.any",67.26,2017
